40.84114416,-73.78305229
40.85839659,-73.86968575
40.8670219,-73.85272315
40.86553512,-73.86801007
40.86676961,-73.85937793
40.86681965,-73.85811594
40.86465805,-73.85708739
40.86633066,-73.85642849
40.85753243,-73.86605467
40.8680759,-73.84848955
40.8637031,-73.86762209
40.86898295,-73.85127444
40.85994682,-73.86970322
40.77532827,-73.90630519
40.77904254,-73.9107064
40.77093144,-73.91725775
40.77138068,-73.90894688
40.78083613,-73.91191704
40.77274752,-73.89366013
40.7755978,-73.90824844
40.77496517,-73.91424902
40.77840764,-73.90819444
40.76930342,-73.90718822
40.7730197,-73.91838793
40.776689,-73.91150613
40.77161629,-73.90780423
40.7727724,-73.91581165
40.77178711,-73.89879851
40.77604686,-73.90989793
40.77209291,-73.91095615
40.77573101,-73.91280258
40.77939945,-73.91645848
40.77890459,-73.90688293
40.77702795,-73.90725506
40.77492254,-73.91078696
40.77886313,-73.91848353
40.77435022,-73.91217458
40.77480425,-73.90996357
40.77775959,-73.92073102
40.77228649,-73.91626179
40.76717666,-73.89532946
40.77955697,-73.91982257
40.77488706,-73.90497612
40.77671613,-73.91956107
40.77147255,-73.90126051
40.77605032,-73.9131934
40.77232158,-73.90797275
40.77166311,-73.90985235
40.77300499,-73.91247581
40.78031662,-73.91208425
40.77011739,-73.90088003
40.77672906,-73.90992545
40.7737758,-73.90212848
40.76947604,-73.89979207
40.77590933,-73.91450139
40.77197246,-73.91731781
40.77220094,-73.89125734
40.77511167,-73.8986607
40.77692461,-73.9062627
40.77799381,-73.92584538
40.77922771,-73.92169276
40.77457954,-73.9098544
40.77287834,-73.90934917
40.77575363,-73.9093567
40.77061301,-73.909087
40.7747579,-73.91605688
40.77679442,-73.91686689
40.77707358,-73.90710192
40.77732045,-73.90732429
40.77604946,-73.90773738
40.778418,-73.9254853
40.77696647,-73.92237953
40.77135993,-73.90768952
40.77730193,-73.9036867
40.7804146,-73.90915199
40.77183304,-73.90973409
40.77808998,-73.90888328
40.77534607,-73.90845692
40.77986766,-73.90308693
40.77718327,-73.92675945
40.7734222,-73.90872683
40.77666444,-73.9126081
40.77663715,-73.90828571
40.77501114,-73.91963667
40.77113875,-73.90968262
40.77590302,-73.91048499
40.77849156,-73.90580931
40.77740296,-73.92020316
40.77205773,-73.91124449
40.77227875,-73.91345301
40.77737701,-73.92203588
40.77263648,-73.90781696
40.7827439,-73.91317926
40.77123157,-73.9093173
40.77094963,-73.90721883
40.77587061,-73.91775164
40.77433298,-73.9173438
40.77165365,-73.90177064
40.78004084,-73.91371628
40.77531968,-73.91215691
40.77226805,-73.91839224
40.77655512,-73.91851249
40.7758795,-73.90781576
40.77362743,-73.90049839
40.77306732,-73.91566126
40.76897614,-73.89957469
40.77264654,-73.917127
40.77787193,-73.91472298
40.77644881,-73.90566204
40.77852952,-73.91252551
40.58944153,-73.92745444
40.68819455,-73.83945727
40.67708383,-73.85090598
40.67445076,-73.86032995
40.6894898,-73.84023006
40.67973522,-73.84413453
